Performance_Score,Leadership_Score,Projects_Handled,Peer_Review_Score,Leadership_Index,Potential_Index,Growth_Momentum,Leadership_Influence,Performance_Consistency,Cluster,Characteristics,Employee_ID,Age
0.743459968453433,-1.152123080015767,0.7218755265523131,-1.7329363893581704,-2.0982863790574484,-1.9918441538757,0.1423247536364444,-0.3671355060343764,1.1404923342106197,1,Leadership-Oriented,EMP0033,34.0
-1.423257518348353,-1.7614681756685502,1.4466884916663851,0.8430327424865519,-0.263894450453556,-0.7035361671112772,0.0808029478463562,5.369109699022463,-0.5130429971475117,3,Reliable Core Talent,EMP0034,25.0
-0.701018356081091,-0.291871180270661,-0.002937438561759,-0.2155847089564846,-0.3432195068256162,-0.4771062785284397,-0.1931969464594991,-0.2227506947259722,-0.4260148218128731,1,Leadership-Oriented,EMP0035,27.0
-1.423257518348353,-0.721997130143214,0.7218755265523131,0.0667132780949918,-0.3432195068256162,-1.211051434624535,0.2541935059617805,-0.1210229674414402,-0.6870993478167886,1,Leadership-Oriented,EMP0036,22.0
0.743459968453433,0.4966930611623527,-0.002937438561759,-1.133053166873783,-0.680350996406872,-0.7269599486888124,-0.1909984675778221,-0.3384434117915759,0.4442669315335116,1,Leadership-Oriented,EMP0037,33.0
1.465699130720695,0.0307232821337536,1.265485250387867,-1.062478670110914,-0.8786636373370226,-0.7503837302663472,-0.0772867827701164,-0.3213337322160532,2.402400876562877,4,Strategic High Performers,EMP0038,56.0
1.465699130720695,0.0307232821337536,0.9030787678308312,-0.3567337024822228,-0.283725714546571,-1.2813227793571391,0.3677942164511963,-0.2623348371280437,1.9672599998896847,4,Strategic High Performers,EMP0039,32.0
0.743459968453433,0.4608492320063066,-0.002937438561759,0.9488944876308556,1.054884611731945,1.6076102818721711,-0.2857644783195854,-0.196329823248333,0.4442669315335116,2,Low Consistent Performers,EMP0040,44.0
1.465699130720695,-1.4388737132641356,-0.002937438561759,-0.4273081992450919,-1.1563013346392337,-0.0710940645178334,-0.2586400387512811,0.1605799699346425,0.879407808206704,4,Strategic High Performers,EMP0041,35.0
-0.701018356081091,1.3927887900635043,-0.5465471623973132,0.1020005264764263,0.8565719708017946,0.5769638924606326,-0.2831071517584295,-0.2912442957211683,-0.6870993478167886,0,Emerging Performers,EMP0042,40.0
-1.423257518348353,-1.3671860549520434,-0.002937438561759,-1.5917873958324322,-2.0982863790574484,-1.4140575416298375,-0.179126681616766,-0.3124838979528517,-0.8611556984860655,1,Leadership-Oriented,EMP0043,58.0
-0.701018356081091,1.5003202775316429,1.6278917329449032,0.59602200381651,1.3325223090341556,-0.2116367539830435,0.1722781828304936,-0.2711212317191074,0.3572387561988731,0,Emerging Performers,EMP0044,37.0
0.0212208061861709,0.4250054028502605,-0.002937438561759,0.4548730102907719,0.618596801685614,-0.8831184925390454,0.1788533258243093,-0.2274505697942603,0.0091260548603192,2,Low Consistent Performers,EMP0045,49.0
-1.423257518348353,0.0307232821337536,-1.452563368789903,0.9841817360122902,0.8466563387552869,1.5451468643320776,-0.3525099742573058,-0.1502369364608256,-1.2092683998246194,0,Emerging Performers,EMP0046,52.0
-1.423257518348353,-0.0409643761783384,-0.9089536449543492,0.2784367683835991,0.2120558877788053,-0.3287556618707182,-0.271498934026079,-0.20227396192845,-1.0787261368226615,0,Emerging Performers,EMP0047,28.0
-0.701018356081091,-1.3671860549520434,1.265485250387867,0.7724582457236828,-0.1052443377094357,1.2718694125941703,-0.2345283494350276,0.4781012962264754,0.1831824055295961,0,Emerging Performers,EMP0048,48.0
0.743459968453433,-0.75784095929926,1.6278917329449032,1.6546394552595467,0.9755595553598853,0.5925797468456562,-0.1062823250401889,0.1178147102223641,2.0107740875570044,4,Strategic High Performers,EMP0050,28.0
-0.701018356081091,0.1024109404458458,0.5406722852737951,-1.3447766571623905,-1.0769762782671728,-0.6723044583412306,-0.1741280348963213,-0.3463536340218942,-0.1649302958089577,1,Leadership-Oriented,EMP0051,36.0
1.465699130720695,-0.5069341552069375,-0.002937438561759,-0.6390316895336993,-0.8191698450579773,0.4910766933430049,-0.2789097939983005,-0.2464689180435654,0.879407808206704,4,Strategic High Performers,EMP0052,33.0
-0.701018356081091,-0.9370601050794904,0.359469043995277,-0.18029746057505,-0.6704353643603643,-0.4146428609883464,-0.1852540550160207,-0.1010318579574257,-0.2519584711435962,1,Leadership-Oriented,EMP0053,29.0
1.465699130720695,-0.5786218135190296,-1.452563368789903,-1.2742021603995213,-1.394276503755414,-0.0398623557477869,-0.3491505812548278,-0.3175409461032526,-0.8611556984860655,1,Leadership-Oriented,EMP0054,23.0
-0.701018356081091,-0.1843396928025228,0.5406722852737951,0.8077454941051174,0.5789342734995838,-0.6879203127262542,0.131464907850863,-0.1365132804294843,-0.1649302958089577,0,Emerging Performers,EMP0055,59.0
0.743459968453433,0.1382547696018919,-1.2713601275113853,-1.062478670110914,-0.8191698450579773,0.9439364705086808,-0.3465813467516621,-0.324712759843821,-0.7741275231514271,1,Leadership-Oriented,EMP0056,47.0
0.0212208061861709,1.106038156815136,0.178265802716759,-0.9213296765851756,-0.1647381299884807,-0.4224507881808582,-0.1847134044219688,-0.3365151552204068,0.1396683178622769,1,Leadership-Oriented,EMP0057,42.0
0.0212208061861709,-1.2238107383278591,-0.3653439211187951,-1.5565001474509976,-1.989214426545865,-0.867502638154022,-0.2625620371561507,-0.3201190490818883,-0.2519584711435962,1,Leadership-Oriented,EMP0058,34.0
0.743459968453433,0.4250054028502605,-1.6337666100684212,-1.5565001474509976,-1.076976278267173,-1.2266672890095578,-0.34572092395552,-0.3662384468108159,-1.122240224489981,1,Leadership-Oriented,EMP0059,40.0
0.0212208061861709,-1.3313422257959973,1.4466884916663851,-1.5917873958324322,-2.078455114964433,-0.266292244330625,-0.1958113537782502,-0.3175409461032526,1.053464158875981,1,Leadership-Oriented,EMP0060,39.0
1.465699130720695,-1.2954983966399511,-1.6337666100684212,0.3137240167650336,-0.4522914593371988,0.6784669459632844,-0.3598245146863467,0.2303059368568356,-1.0787261368226615,2,Low Consistent Performers,EMP0061,23.0
0.743459968453433,0.9268190110349056,-0.3653439211187951,-0.4273081992450919,0.15256209549976,0.959552324893704,-0.2987239327799975,-0.3055879232023052,0.0961542301949577,2,Low Consistent Performers,EMP0062,49.0
0.0212208061861709,-1.689780517356458,1.4466884916663851,-0.0038612186678773,-0.938157429616068,0.0928724065249107,-0.1733267251167081,1.5725308001090517,1.053464158875981,4,Strategic High Performers,EMP0063,44.0
0.0212208061861709,-1.725624346512504,1.0842820091093492,-0.815467931440872,-1.642167304918102,0.6940828003483085,-0.2509725158266804,1.0484239487439009,0.7923796328720655,4,Strategic High Performers,EMP0064,25.0
-0.701018356081091,-0.2201835219585688,0.359469043995277,-0.9566169249666102,-0.9282417975695602,-0.4614904241434159,-0.2014735728375774,-0.3014707708697566,-0.2519584711435962,1,Leadership-Oriented,EMP0065,25.0
-1.423257518348353,-1.1162792508597208,1.265485250387867,1.0900434811565938,0.3012965761973729,1.3421407573267752,-0.228270353734626,0.245645649579718,-0.5565570848148309,0,Emerging Performers,EMP0066,33.0
-0.701018356081091,-1.4747175424201815,-1.0901568862328672,-0.5331699443893956,-1.265373287150816,-0.1413654092504387,-0.3245560596397028,0.1689470859653057,-0.948183873820704,1,Leadership-Oriented,EMP0067,43.0
-1.423257518348353,-0.9370601050794904,1.4466884916663851,-1.2742021603995213,-1.5925891446855645,-1.85130146441049,0.4322702953776214,-0.2912442957211683,-0.5130429971475117,1,Leadership-Oriented,EMP0068,41.0
0.743459968453433,-1.689780517356458,-1.0901568862328672,0.5607347554350756,-0.4622070913837065,1.310909048556728,-0.3395495717019174,2.1861193090243507,-0.6000711724821501,2,Low Consistent Performers,EMP0069,56.0
-0.701018356081091,1.177725815127228,0.178265802716759,-0.9213296765851756,-0.1250756018024504,1.232829776631612,-0.2865975861063262,-0.3376286651451225,-0.3389866464782347,0,Emerging Performers,EMP0070,25.0
0.743459968453433,1.2852573025953664,1.4466884916663851,-1.80351088612104,-0.8092542130114699,-0.6644965311487195,-0.0903463692123467,-0.3832825720584631,1.836717736887728,4,Strategic High Performers,EMP0071,33.0
0.0212208061861709,-1.689780517356458,-0.5465471623973132,-0.8507551798223066,-1.6520829369646095,0.4988846205355161,-0.3139796757379333,0.6521480367361034,-0.3825007341455539,1,Leadership-Oriented,EMP0072,25.0
-0.701018356081091,-1.5105613715762276,-0.184140679840277,-0.0038612186678773,-0.8390011091509926,-1.820069755640444,1.767846215996429,0.4859678155715435,-0.5130429971475117,1,Leadership-Oriented,EMP0073,52.0
1.465699130720695,0.209942427913984,0.9030787678308312,-0.6743189379151339,-0.4522914593371988,-0.7894233662289054,-0.050131753562306,-0.2971648865966668,1.9672599998896847,4,Strategic High Performers,EMP0074,28.0
0.0212208061861709,-0.1126520344904306,-0.184140679840277,0.6313092521979446,0.4698623209880012,0.1241041152949577,-0.2312093555104313,-0.1627742016670276,-0.1214162081416385,2,Low Consistent Performers,EMP0075,31.0
1.465699130720695,-0.7936847884553061,1.6278917329449032,1.1959052263008976,0.5690186414530765,1.849656024840032,-0.2316759067844862,0.0663296974053333,2.83754175323607,4,Strategic High Performers,EMP0076,45.0
1.465699130720695,0.2457862570700301,-0.184140679840277,-0.9919041733480448,-0.700182260499887,0.7175065819258432,-0.2945314846800552,-0.3224526767780671,0.6618373698701078,4,Strategic High Performers,EMP0077,36.0
-1.423257518348353,1.3569449609074584,-0.3653439211187951,0.59602200381651,1.2531972526620956,1.9745828599202189,-0.3097163271883828,-0.2660802726027319,-0.948183873820704,0,Emerging Performers,EMP0078,41.0
1.465699130720695,-0.5786218135190296,-1.0901568862328672,0.3137240167650336,-0.0556661774768977,0.0382169161773294,-0.3137504292139844,-0.1203160682376208,-0.4260148218128731,2,Low Consistent Performers,EMP0079,28.0
-0.701018356081091,-1.3313422257959973,-0.7277504036758311,1.160617977919463,0.241802783918328,0.2958785135302131,-0.2884367108430936,0.537100191314485,-0.7741275231514271,0,Emerging Performers,EMP0080,34.0
0.743459968453433,-0.6144656426750758,-1.0901568862328672,-0.18029746057505,-0.4919539875232291,-1.4062496144373258,-0.1411369665413866,-0.1757452822782885,-0.6000711724821501,1,Leadership-Oriented,EMP0081,49.0
1.465699130720695,-0.1843396928025228,0.7218755265523131,-0.9213296765851756,-0.8786636373370226,1.0610553783963557,-0.268344951869551,-0.2999145681297541,1.749689561553089,4,Strategic High Performers,EMP0082,39.0
-1.423257518348353,-1.4030298841080897,-0.002937438561759,1.442915964970939,0.4401154248484782,0.4988846205355172,-0.2418775502680623,0.792762070029193,-0.8611556984860655,0,Emerging Performers,EMP0083,32.0
1.465699130720695,0.4608492320063066,1.0842820091093492,0.0314260297135572,0.2814653121043583,0.7487382906958897,-0.2085553341399472,-0.2586474061850431,2.1848304382262813,4,Strategic High Performers,EMP0084,57.0
0.743459968453433,-0.1126520344904306,-0.002937438561759,1.0547562327751592,0.8268250746622723,0.2646468047601672,-0.2107847775129155,-0.1244249198598214,0.4442669315335116,2,Low Consistent Performers,EMP0085,57.0
-0.701018356081091,1.3927887900635043,1.6278917329449032,-0.0038612186678773,0.767331282383227,0.1553358240650036,-0.0748614310022736,-0.2963575332954625,0.3572387561988731,0,Emerging Performers,EMP0086,23.0
1.465699130720695,0.9985066693469976,-1.452563368789903,-0.6037444411522648,0.0434901429881774,-1.2891307065496511,-0.2395648646912332,-0.3172635552764373,-0.8611556984860655,2,Low Consistent Performers,EMP0087,38.0
0.0212208061861709,0.5325368903183988,1.6278917329449032,-1.133053166873783,-0.6605197323138571,-1.3125544881271862,0.2753931237493806,-0.3391227930077409,1.1840064218779387,4,Strategic High Performers,EMP0088,27.0
0.743459968453433,-1.5822490298883198,-0.184140679840277,-0.6743189379151339,-1.4438546639879517,-2.069923425800816,0.9130776268003924,0.3179614381304497,0.2702105808642346,1,Leadership-Oriented,EMP0089,44.0
1.465699130720695,1.3927887900635043,0.5406722852737951,-0.0038612186678773,0.767331282383227,0.1553358240650036,-0.1677710602627124,-0.2963575332954625,1.5321191232164928,4,Strategic High Performers,EMP0090,37.0
0.743459968453433,-1.080435421703675,-1.8149698513469392,0.4901602586722064,-0.1845693940814957,-0.2741001715231367,-0.3690752569936631,0.0915180598402799,-1.296296575159258,2,Low Consistent Performers,EMP0091,47.0
0.743459968453433,0.0307232821337536,0.7218755265523131,-1.0977659184923485,-0.9084105334765448,0.0147931345997942,-0.2191158553803233,-0.3242836769704537,1.1404923342106197,4,Strategic High Performers,EMP0092,22.0
0.743459968453433,0.3174739153821223,1.265485250387867,1.231192474682332,1.2135347244760657,1.092287087166402,-0.1856022012318875,-0.1634133563638144,1.6626613862184505,4,Strategic High Performers,EMP0093,57.0
0.743459968453433,-0.8295286176113522,-0.002937438561759,-0.0038612186678773,-0.4622070913837065,0.5613480380756102,-0.2734635579784464,-0.1038806617488181,0.4442669315335116,4,Strategic High Performers,EMP0094,51.0
-1.423257518348353,0.3533177445381684,-1.2713601275113853,1.0900434811565938,1.1143784040109896,0.8658571985835645,-0.3337542409111823,-0.1770765977508627,-1.1657543121573002,0,Emerging Performers,EMP0095,23.0
-1.423257518348353,-0.5427779843629835,-1.0901568862328672,1.6546394552595467,1.0945471399179751,0.0772565521398877,-0.2840236560786345,0.0342984965088929,-1.122240224489981,0,Emerging Performers,EMP0096,41.0
-1.423257518348353,1.3927887900635043,-0.9089536449543492,-1.309489408780956,-0.3333038747791086,-0.3912190794108112,-0.2932978997954329,-0.3594207967117571,-1.0787261368226615,1,Leadership-Oriented,EMP0097,26.0
0.0212208061861709,-0.7936847884553061,1.0842820091093492,-0.1450102121936155,-0.5613634118487818,0.1162961881024454,-0.1852540550160207,-0.1346734348255404,0.7923796328720655,4,Strategic High Performers,EMP0098,52.0
-0.701018356081091,-1.0445915925476286,-0.184140679840277,-0.7096061862965684,-1.1761325987322484,-0.1569812636354622,-0.2673170916131825,-0.1671320745996647,-0.5130429971475117,1,Leadership-Oriented,EMP0099,29.0
0.0212208061861709,0.9985066693469976,1.0842820091093492,1.3017669714452011,1.649822534522397,0.6160035284231914,-0.115810489824467,-0.2124098227402787,0.7923796328720655,0,Emerging Performers,EMP0100,51.0
-1.423257518348353,-1.0445915925476286,1.265485250387867,-0.6037444411522648,-1.0868919103136807,0.1084882609099342,-0.1960863758468461,-0.1462142845230068,-0.5565570848148309,1,Leadership-Oriented,EMP0101,23.0
0.743459968453433,-0.3994026677387992,-0.9089536449543492,0.9841817360122902,0.6086811696391065,0.9829761064712386,-0.3189127811018769,-0.0803232457815343,-0.4260148218128731,2,Low Consistent Performers,EMP0102,34.0
-1.423257518348353,1.2135696442832742,-0.184140679840277,-0.1450102121936155,0.5491873773600611,0.3505340038777949,-0.2535659881833879,-0.2984629840613483,-0.9046697861533848,0,Emerging Performers,EMP0103,25.0
0.0212208061861709,-0.721997130143214,-0.3653439211187951,-1.450638402306694,-1.622336040825087,-0.24286846275309,-0.2858860998942921,-0.3337996277911003,-0.2519584711435962,1,Leadership-Oriented,EMP0104,29.0
-1.423257518348353,-1.5822490298883198,-1.2713601275113853,0.8430327424865519,-0.1647381299884807,-0.7738075118438822,-0.2835983980740594,1.2602580768218012,-1.1657543121573002,1,Leadership-Oriented,EMP0105,46.0
0.743459968453433,0.5683807194744448,1.0842820091093492,-1.1683404152552177,-0.6704353643603643,-0.5083379872984859,-0.1265877139593264,-0.3420714035492267,1.4886050355491736,4,Strategic High Performers,EMP0106,41.0
-1.423257518348353,1.607851764999781,1.6278917329449032,-0.0038612186678773,0.8863188669413169,0.6238114556157032,-0.1416158284961183,-0.30179034821815,-0.4695289094801924,0,Emerging Performers,EMP0107,35.0
-0.701018356081091,0.6042245486304909,-0.002937438561759,-1.4153511539252597,-0.8588323732440075,-0.719152021496301,-0.2053264851170277,-0.3584683308890944,-0.4260148218128731,1,Leadership-Oriented,EMP0108,50.0
0.743459968453433,0.1024109404458458,-1.0901568862328672,-0.9213296765851756,-0.720013524592902,-1.2344752162020696,-0.2478314854764947,-0.3122653835265999,-0.6000711724821501,1,Leadership-Oriented,EMP0109,42.0
-0.701018356081091,-0.8295286176113522,-0.7277504036758311,-0.1097229638121809,-0.5514477798022744,0.4676529117654702,-0.3105294632131126,-0.1203160682376208,-0.7741275231514271,1,Leadership-Oriented,EMP0110,58.0
1.465699130720695,0.7834436944107213,-0.7277504036758311,0.1372877748578609,0.5491873773600611,0.7253145091183549,-0.3048069420165175,-0.2677093940093487,0.0091260548603192,2,Low Consistent Performers,EMP0111,54.0
1.465699130720695,0.675912206942583,-0.3653439211187951,-0.4273081992450919,0.0137432468486548,-1.4374813232073729,0.5806676198908223,-0.2978184583166894,0.4442669315335116,2,Low Consistent Performers,EMP0112,46.0
1.465699130720695,-1.689780517356458,0.9030787678308312,0.9841817360122902,-0.1052443377094354,-1.0002374004267198,0.278476704518486,2.6463106907108247,1.9672599998896847,4,Strategic High Performers,EMP0113,35.0
0.0212208061861709,-0.2201835219585688,-0.184140679840277,-1.6270746442138668,-1.493432824220489,-0.758191657458859,-0.2433739938765988,-0.3662384468108159,-0.1214162081416385,1,Leadership-Oriented,EMP0114,30.0
-1.423257518348353,-0.75784095929926,-1.452563368789903,-0.0038612186678773,-0.4225445631976762,-1.3437861968972329,-0.2594895404300686,-0.1225074557694611,-1.2092683998246194,1,Leadership-Oriented,EMP0115,36.0
-1.423257518348353,-1.080435421703675,-1.0901568862328672,0.2431495200021645,-0.3927976670581539,-0.867502638154022,-0.2635482706731647,0.0403856840973383,-1.122240224489981,1,Leadership-Oriented,EMP0116,28.0
0.743459968453433,0.0665671112897997,-0.3653439211187951,-1.7329363893581704,-1.4240233998949363,-0.2584843171381135,-0.2833841703574689,-0.3774940012196396,0.0961542301949577,1,Leadership-Oriented,EMP0117,23.0
-0.701018356081091,-0.1126520344904306,0.7218755265523131,-1.238914912018087,-1.1067231744066957,-2.108963061763374,6.279124881197736,-0.3321501963155215,-0.0779021204743192,1,Leadership-Oriented,EMP0118,52.0
-0.701018356081091,-1.5464052007322735,0.5406722852737951,-1.4859256506881289,-2.108202011103956,-1.2657069249721162,-0.1485992320026218,-0.2107108039260354,-0.1649302958089577,1,Leadership-Oriented,EMP0119,28.0
0.743459968453433,1.607851764999781,-0.184140679840277,-1.4153511539252597,-0.3035569786395859,-0.1257495548654152,-0.2535659881833879,-0.365705817896827,0.2702105808642346,1,Leadership-Oriented,EMP0120,32.0
1.465699130720695,-1.3313422257959973,1.265485250387867,-0.18029746057505,-0.8885792693835302,-1.1407800898919296,0.0966640384016134,0.1207365602648179,2.402400876562877,4,Strategic High Performers,EMP0121,34.0
-0.701018356081091,0.7475998652546753,-1.8149698513469392,0.5607347554350756,0.8863188669413169,-0.1882129724055087,-0.3690752569936631,-0.2405380231094179,-1.296296575159258,0,Emerging Performers,EMP0122,34.0
-1.423257518348353,-0.5786218135190296,-1.452563368789903,1.0547562327751592,0.5690186414530765,-0.5551855504535566,-0.3043200608424481,-0.0282777919003259,-1.2092683998246194,0,Emerging Performers,EMP0123,47.0
0.0212208061861709,1.177725815127228,1.6278917329449032,-1.203627663636652,-0.3630507709186308,0.0928724065249107,-0.1525338810640004,-0.3522379153573914,1.1840064218779387,4,Strategic High Performers,EMP0124,29.0
-0.701018356081091,0.0307232821337536,-0.002937438561759,-0.6390316895336993,-0.5217008836627515,-0.2506763899456017,-0.2307631875444662,-0.2859343951632475,-0.4260148218128731,1,Leadership-Oriented,EMP0125,35.0
-1.423257518348353,0.640068377786537,-0.7277504036758311,-0.7096061862965684,-0.244063186360541,1.0532474512038443,-0.3215881131494388,-0.3143650221440637,-1.0352120491553425,0,Emerging Performers,EMP0126,23.0
1.465699130720695,0.3174739153821223,1.0842820091093492,1.1959052263008976,1.1837878283365426,1.435835883636914,-0.2220182954115492,-0.1659699751509614,2.1848304382262813,4,Strategic High Performers,EMP0127,36.0
0.0212208061861709,1.0343504985030438,-1.0901568862328672,-0.18029746057505,0.4202841607554635,0.1709516784500272,-0.3137504292139844,-0.2950792239018889,-0.7741275231514271,2,Low Consistent Performers,EMP0128,41.0
1.465699130720695,-0.1126520344904306,1.6278917329449032,-0.9566169249666102,-0.8687480052905149,-1.0470849635817898,0.0605703301683659,-0.3065840084440508,2.83754175323607,4,Strategic High Performers,EMP0129,55.0
-1.423257518348353,-1.618092859044366,0.359469043995277,-0.6743189379151339,-1.4636859280809666,-0.3912190794108112,-0.2241992249265382,0.4348354398286018,-0.7741275231514271,1,Leadership-Oriented,EMP0130,25.0
1.465699130720695,0.8909751818788595,-1.0901568862328672,-1.3447766571623905,-0.640688468220842,-1.3594020512822562,-0.2266138254609903,-0.3570435897693221,-0.4260148218128731,1,Leadership-Oriented,EMP0131,39.0
0.743459968453433,-1.0445915925476286,0.178265802716759,0.20786227162073,-0.4027132991046616,-0.7816154390363936,-0.1078959658504296,0.0141554393980371,0.6183232822027885,4,Strategic High Performers,EMP0132,46.0
